id,date,num_injured,description,location_id,accident_category_id,ride_id
1007830,2013-03-13,1,Patron came off the ride feeling dizzy and ill. He went to first aid where his condition worsened. Paramedics were requested and he was transported to the hospital.,2,2,49
1003828,2013-03-15,1,ride stopping on break,37,9,130
1007835,2013-03-17,1,"Patron rode robot 2 on level 5. After riding, she had blood vessels pop in her eyes and claimed she felt like she was going to pass out. Medic advised her to see a doctor.",6,21,21
1007836,2013-03-18,1,Patron was exiting the boat and stepped on the rubber tubing that surrounds the platform. He fell into water and hit his eye and nose.,6,0,163
1007839,2013-03-23,1,"Patron stated when he got off the ride, he felt dizzy and leaned against gate. While leaning against gate, he passed out, hitting his head on the ground.",5,3,68
1007838,2013-03-23,1,Patron complained of left-side chest pain after riding,1,1,76
1007841,2013-03-24,1,"Patron felt leg ""disconnect"" while riding. History of bone cysts.",1,1,13
1007840,2013-03-24,1,"As guest was exiting the ride perimeter, she tripped over her toddler and fell on her left arm.",6,11,94
1007788,2013-03-24,1,"Patron walked into first aid with father and younger brother, coughing and wearing wet clothing. While sitting in front section of log car and descending drop, his brother scooted forward and pushed patron into the head/chest pad. Father states that patron started crying and patron told his father that he had hurt his chest. Patron had difficulty riding the carousel immediately afterward, so father took him to first aid.",13,5,22
1007843,2013-03-28,1,Patron stated he had diffculty breathing after ride. Has history of this.,0,2,0
1007844,2013-03-29,1,Patron stated she had chest pain and difficulty breathing after ride.,0,1,2
1001433,2013-03-30,1,"Patron's head kept hitting the restraint while riding, going from side to side.",19,4,24
1007845,2013-03-31,1,Patron complained of lower back pain after lap bar was pushed down.,1,7,134
1007846,2013-04-02,1,"The ride experienced a technical delay requiring ride evacuation. During the evacuation process, the patron was exiting the right-hand side of the boat, stepping out with her right foot forward. She slipped and her left foot and ankle fell between the boat and the concrete wall along the ride track. Paramedics transported patron to hospital.",2,23,4
1007847,2013-04-03,1,Patron stated she is having numbness in her arms and that she was having a panic attack. She has pre-existing medical conditions.,0,2,16
1007849,2013-04-05,1,Patron was weak and dizzy after riding and divulged a pre-existing condition that could be aggravated by ride motion. Paramedics transported patron to the hospital.,2,2,114
1007787,2013-04-05,1,Restraint bar came down on patron's arm.,13,6,165
1007850,2013-04-06,1,Patron complained of right flank pain after restraint was pushed down.,1,7,1
1003783,2013-04-06,1,Guest slipped off seat,37,8,166
1007851,2013-04-07,1,"During the final drop, patron stated she struck her back against the seat. Paramedics transported her to the hospital.",2,4,4
1005502,2013-04-07,1,Patron was getting into the bumper car when he tripped and landed on his left wrist.,29,0,151
1007786,2013-04-11,1,Patron experienced lower neck and head pain after riding the attraction.,10,1,167
1007857,2013-04-13,1,"During final drop, patron stated that her son grabbed and pulled her down.",2,13,4
1007876,2013-04-15,1,"Patron road the ride. When getting off, she noticed pain in her neck and feeling light-headed.",4,1,57
1007859,2013-04-16,1,"Patron stated he misjudged when exiting the ride, struck the ride with his left shin.",1,0,11
1007858,2013-04-16,1,Child got finger pinned between wheel and center post while spinning wheel.,1,18,144
1007869,2013-04-19,1,Operator noticed the guest still seated with family next to her after the ride was over. The guest then had a seizure (has history of seizures).,4,3,168
1007865,2013-04-19,1,Patron stated he experienced neck and back pain at the beginning of the ride when his raft bumped against the flume just before it went up the incline.,0,9,10
1007863,2013-04-20,1,Ride stopped suddenly while patron was loading. He fell into tube and hurt himself.,1,25,10
1002946,2013-04-20,1,"As ride in motion the injured was standing next to child on horse. &nbsp;While in motion, was learning back putting pressure on horse behind causing him to fall and land on ground.",45,15,169
1005513,2013-04-21,1,Seatbelt safety checks were completed and the ride was put into motion. Patron came out of her seat and landed on the ground.,29,15,142
1007875,2013-04-25,1,"Patron reported by email that her son rode the ride and the lap bar was pushed down too tight, making it difficult for her son to breathe. She said she pulled up on the lap bar the entire ride to minimize the pain. Patron did not mention this to anyone until the following day.",6,7,108
1001403,2013-04-26,1,Patron was riding the skycoaster and was in the lift basket. &nbsp;He leaned forward too soon and hit his face on the basket.,19,4,149
1003799,2013-04-27,1,Head was caught under lap bar,37,6,67
1003748,2013-04-27,1,Lap bar hit mouth,37,4,1
1007871,2013-04-28,1,Patron was exiting his boat when he slipped while wearing flip flops and struck his toe against the boat's center piece.,4,0,10
1007872,2013-04-30,1,"After the tram exited the attraction and continued along its route, the patron requested assistance by pulling on the emergency cord. The patron was removed from the tram and taken to first aid.",2,2,170
1007877,2013-05-10,1,Patron stated he vomited and fainted within 10 minutes after riding the attraction.,0,3,2
1005521,2013-05-10,1,"The ride was going up the hill and stopped (this is normal; stops at top of first hill and releases a few seconds later). However, the ride did not release right away. During the time the guest was on the ride, he felt pain in the center of his back and numbness in his left leg and arm.",33,1,24
1007784,2013-05-11,1,Patron slipped while exiting the boat and her right leg slipped between the boat and the station.,8,18,84
1003749,2013-05-11,1,Bumped head on the side of ride restraint,37,4,1
1005525,2013-05-12,1,Patron was unloading from ride and was looking to help his son exit the ride when the top of his head hit the restraint bar.,33,6,34
1005524,2013-05-12,1,"Patron's mother called in report saying that her child hit his head while riding, his head was banging side to side.",33,4,24
1005522,2013-05-12,1,Patron said he felt his neck snap back while on the coaster.,29,1,55
1003802,2013-05-12,1,Lacerated arm on the seat belt,37,4,10
1001825,2013-05-12,1,Patron said he felt his neck snap back while riding.,29,1,55
1001744,2013-05-15,1,Patron reported back pain radiating to her chest after exiting the coaster. &nbsp;extreme pain in chest and back after riding. Patron told park medical staff she takes medication for hypertension. She was transported to the hospital and admitted.,42,1,121
1007884,2013-05-16,1,Mother stated they were walking through the entrance when air gates closed on the child's upper stomach and right chest.,6,18,160
1005528,2013-05-17,1,Patrons father called several days later to report that his son had bumped his head on the car as it was coming into the station.,34,4,136
1007885,2013-05-18,1,Patron stated the ride operator pinched his leg twice while trying to close the lap bar.,4,6,101
1008160,2013-05-19,1,Patron stated she was exiting the boat in the station when another boat hit hers from behind and she lost her balance and fell. She hit her shoulder and head.,3,25,22
1005531,2013-05-20,1,Patron said she may have bumped her head on safety restraint during the ride.,34,4,145
1000660,2013-05-22,1,14 year old female patron bumped her head while entering the carrier causing a laceration to the forehead.,46,0,62
1005534,2013-05-23,1,Grandfather said child tried to jump out of the ride. She tried to catch herself with her hands.,39,15,171
1005535,2013-05-24,1,"Patron said she was riding with hands in the air and her arms came down, smacking a bar with her hand.",29,4,116
1001847,2013-05-24,1,"Patron was riding with hands in the air and her arms came down, smacking a bar with her hand.",29,4,116
1007898,2013-05-25,1,"Patron was sitting on the left side. At the end of the ride, she claims it stopped tossing and turning her body to the left and caused her left breast to hit the harness.",3,4,9
1007781,2013-05-25,1,"After the ride ended, the attendant unhooked the safety gate and walked away from the plane. When the little girl tried to exit the ride, she fell out onto the ground, landing on her face.",13,0,172
1005537,2013-05-26,1,"Patron said she and her son were seated in the boat when her son started pedaling while her foot was under the pedal area, causing the pedal to strike her foot.",34,4,173
1007778,2013-05-27,1,"Patron was reportedly intoxicated and had pre-existing back and leg injuries. At the end of the ride, he stated he could not get out of the train due to pain in his right hip and legs from the impact of the seat divider.",10,4,101
1005418,2013-05-27,1,Patron reported she slipped while exiting the ride and fell on the platform.,34,0,174
1003750,2013-05-27,1,Unknown,37,13,1
1001745,2013-05-27,1,Patron reported chest pain after riding coaster. Transported to hospital and admitted. Only irregularity on post-accident inspection was a notation that the bearings in the left wheels of train 2 / car 1 needed attention.,42,1,141
1001652,2013-05-27,1,Hit head while upside down on shoulder restraint,32,4,110
1007777,2013-05-28,1,Patron felt a sharp pain in her lower back after the first big dip.,13,1,29
1007886,2013-05-30,1,Patron fell getting out of ride.,1,0,18
1005421,2013-05-30,1,Patron stated she was stepping off the car and stepped right to the ground instead of on the step. Her left ankle rolled and she fell.,29,0,161
1001853,2013-05-30,1,Patron was stepping off the ride and stepped right to the ground instead of on the step. Her ankle rolled and she fell.,29,0,161
1007887,2013-05-31,1,Patron stepped wrong while getting off attraction.,1,0,175
1005422,2013-05-31,1,"Patron stated he was getting into a boat and when he stepped from the platform to the boat, he rolled his left ankle.",33,0,176
1007889,2013-06-01,1,Patron turned to talk to friends behind him during the ride and hit his head on a metal piece.,1,4,7
1007776,2013-06-02,1,"Patron called two days later to report that she could not get the overhead restraints to lock when she rode the ride. She stated she is overweight. The ride operator came over and tried to push the restraint down, but it wouldn't lock. The operator then told her they had a seat that would accomodate her, but she would have to wait for the next ride cycle. She waited and was seated in another seat. The restraint locked and she rode with no issues. She felt fine after the ride, but noticed a large bruise on her shoulder the following day.",13,6,68
1005401,2013-06-02,1,Patron noticed laceration to left corner of her mouth and laceration on her bottom lip when she exited the ride. She does not know how the injuries took place. Patron uses a personal wheelchair.,29,4,116
1007890,2013-06-03,1,Patron tripped entering ride.,1,0,69
1005403,2013-06-03,1,The ride came to an unexpected sudden stop at the end. Patron hit his mouth on the grab bar in front of him.,29,9,107
1005404,2013-06-05,1,Patron was sitting in one of the middle seats in the middle of the train. She stated that she heard her neck crack as her head flew forward while giong down a hill.,29,1,116
1007892,2013-06-06,1,Patron stated ride was turning and she hit her head.,5,4,177
1007900,2013-06-07,1,"Child was exiting boat with assistance from family member. He threw a tantrum, dropped to the ground, and hit the back of his head on the platform.",6,0,163
1007895,2013-06-07,1,Patron stated she experienced shortness of breath and tightness of the throat after riding. She has a history of throat problems.,0,2,2
1003766,2013-06-07,1,unknown,37,6,54
1007899,2013-06-08,1,"Child went on ride one time, then went to see fireworks and was fine. He went on a second time and as soon as he got off, he experienced a shortness of breath and chest pain.",4,1,119
1005408,2013-06-08,1,"When going down the hill, patron braced himself and thinks the pressure caused the titanium rod in his lower leg to shift.",29,4,118
1005407,2013-06-08,1,"When the lap bar was released at the end of the ride, patron reported that it came up and struck him in the mouth.",29,6,112
1005406,2013-06-08,1,Child bumped left side of forehead above eye on the car's steering wheel.,39,4,178
1005405,2013-06-08,1,"Patron fell getting off chair of ride, hitting chin on ground.",39,0,179
1007775,2013-06-09,2,"Patron called the following day to state that she was riding with her son and was thrown around on the ride. When they got off, they were both in pain. She states her son's back had red marks and bruising, and she had a large bruise on right thigh.",13,4,29
1005410,2013-06-09,1,Patron stated that his neck snapped back on the first turn.,29,1,121
1004527,2013-06-10,1,"While exiting the ride unit, patron fell and sustained laceration to chin.",21,0,180
1001443,2013-06-10,1,Patron was riding the Drop Zone Section 2 first seat when it released she felt her back pop causing the pain in her back.,19,1,156
1007772,2013-06-12,1,"After riding, patron was in the food area with parents and began complaining that his neck hurt. Parents reported their son had fallen a couple of weeks ago and hit his head.",10,1,1
1005415,2013-06-12,1,"Child was walking on landing getting ready to enter attraction, resulting in slip and fall. He hit the back of his head against the landing.",41,0,181
1007904,2013-06-13,1,Patron stated she experienced severe nausea and vomiting after riding. She admits to very little water intake today.,0,2,2
1003759,2013-06-13,1,Fell forward hitting rail,37,4,161
1007771,2013-06-14,1,"Three minutes into ride, patron had shortness of breath.",13,2,182
1005426,2013-06-14,1,Patron was chasing after her grandson in the ride area and tripped over the steps.,34,0,183
1005428,2013-06-16,1,Patron emailed a week later to say she was shaking up while going down a vertical stretch of the ride.,29,1,116
1008088,2013-06-17,1,Patron complained of a pop and pain in right side of neck while riding. She reported the injury 4 months later.,1,1,7
1007770,2013-06-17,1,"While walking down the exit ramp, patron tripped and struck her head.",8,11,10
1005431,2013-06-17,1,Patron stated she felt sudden pain in her neck after the first downhill drop.,29,1,55
1007972,2013-06-18,1,Patron hit head on side of seat when the raft stopped at the lift.,0,4,10
1007906,2013-06-19,1,Patron stated she was tying her hair during the drop on the slide and her finger got pinched between her head and the seat.,3,18,52
1005433,2013-06-19,1,The ride dropped when the air brake was released. Patron's leg hit floor and left leg twisted.,39,18,184
1007911,2013-06-21,1,Patron felt dizzy after riding.,4,2,119
1005441,2013-06-21,1,"Park received a letter from an attorney in August claiming that his client rode the coaster in June, then sought treatment at an unspecified ER and was diagnosed with bruised ribs.",33,4,121
1007949,2013-06-22,1,Patron was crossing tracks and fell.,1,0,7
1007920,2013-06-22,1,Patron claims log moved and she fell.,1,25,37
1005449,2013-06-23,1,Patron states that he struck his head on the seat next to him when his boat went around a turn.,33,4,185
1005448,2013-06-23,1,Late report from patron who said his head was jerked around during the first drop. He sat in the back of the train on the right side.,29,1,116
1005452,2013-06-24,1,"During the ride, patron hit her face on the lap bar.",29,4,116
1005451,2013-06-24,1,Patron stated he was driving a car when the driver of another car rear-ended him.  He said his head flew forward causing neck pain.,29,27,153
1003061,2013-06-24,1,Gust experianced a seizure while riding. &nbsp;Ems arrived and suggested that guest be transported to hospital for futher treatment.,47,3,26
1003829,2013-06-25,1,Hit head on arm rest,37,4,130
1007917,2013-06-26,1,Parent's leg pressed child's hand against handrail inside the log as the ride went down the drop. Child had a welt on his arm as a result.,5,5,104
1007765,2013-06-26,1,Patron stated she experienced dizziness and felt light headed after riding.,8,2,186
1007921,2013-06-27,1,Patron tripped over a post at the rear of the truck when exiting the attraction.,6,0,14
1005458,2013-06-27,1,"Patron was sitting in middle of boat on left side with his 2 grandchildren in the middle. The attendant pulled down the lap bar. Upon going up the hill, his grandchildren were able to pull the lap bar down another click. The lap bar hit him in the torso area and caused pain throughout the ride.",29,6,118
1005456,2013-06-27,1,Child fell off chair and bumped head.,41,17,187
1003794,2013-06-27,1,Back spasam,37,1,129
1003793,2013-06-27,1,Unknown,37,2,129
1001104,2013-06-27,1,Ride employee fell backward from the disk platform. &nbsp;EMS backboarded her and and transported her to the hospital,48,30,188
1005459,2013-06-28,1,Child was getting out of swing after ride had stopped and fell to ground.,49,0,189
1005462,2013-06-29,1,Patron was exiting the ride when he fell out of his car and struck the ground with his left knee and left elbow.,29,0,153
1005461,2013-06-29,1,Patron stated that he felt a pop sensation in his right shoulder while riding. He has a history of shoulder injury.,29,24,1
1003765,2013-06-30,1,Hit head on the log,37,4,37
1007930,2013-07-02,1,"During final drop, patron turned sharply to the right and slightly backward to avoid being splashed. At time of impact, his head came down, striking his face above the eyebrow on the railing / hand-hold for the seat behind him.",2,4,4
1007928,2013-07-02,1,Patron complained of neck pain after riding,1,1,7
1003785,2013-07-03,1,Bumped head into fathers head while riding,37,5,3
1004532,2013-07-04,1,Patron felt neck pain after participation on ride.,21,1,7
1003082,2013-07-04,1,The childs mother said he went to get in the car of the coaster while the bar was closed. As the operator went to open the door the child placed his finger near the locking mechanism and got his finger pinched as the bar was opening.,18,6,51
1007933,2013-07-05,1,"During the final drop, he allegedly struck the back of his head against the seat.",2,4,4
1007932,2013-07-05,1,Patron complained of right-side neck pain,1,1,24
1005549,2013-07-06,1,Patron's mother states that her daughter struck the right side of her trunk on the ride.,33,4,97
1005548,2013-07-06,1,"Patron fell out of car when it began moving, braced herself with wrist. She was standing and not holding on.",39,15,190
1001381,2013-07-06,1,Patron stated he hit his left ear on the head rest.,19,4,191
1008049,2013-07-07,1,"Patron claims that at the end of the first drop, he heard a pop in his back.",3,1,9
1007938,2013-07-08,1,"Patron stated during first drop, a water bottle with attached fan hit her head.",0,10,2
1005553,2013-07-08,1,"Patron states she was turned to the side holding onto a family member when the boat went down the hill. At the bottom of the hill, she slammed the side of her chest into the lap bar.",29,4,118
1005552,2013-07-08,1,"Patron tripped and fell when exiting the ride vehicle, injuring his hand.",34,0,192
1007757,2013-07-09,1,Patron reported a possible injury to right wrist when lap bars came down and locked. Ride cycle did not start and patron got off the ride. First aid responded.,10,6,45
1003809,2013-07-09,1,Fell and hit head on the wall in the Q Line,37,11,135
1003079,2013-07-09,1,Patron and his brother were running quickly to a car (#7). &nbsp;As patron stepped over the blue rotating platform onto the pink rotating platform his left leg fell into the gap between the station and rotating platform. He pulled his leg out and went to his brother. He land on the bench near the rockin tag.,18,18,26
1007945,2013-07-10,1,Patron fell getting off ride.,1,0,13
1005559,2013-07-11,1,"Patron says she braced her right hand against the area in front of her as the boat was going down the hill. When the boat reached the splash pool, her right wrist began to hurt.",33,4,176
1005558,2013-07-11,1,Patron hit back of head on back of the seat and passed out.,29,4,116
1007754,2013-07-12,1,"Patron had been on the ride and had her feet resting on the side boards inside the boat. When the ride went down the large hill near the end, the force caused her foot to slip between the floorboard and the log. She said there was enough of a gap for her foot to slip into (with the force). Her right foot was stuck there until the endo fhte ride at which time, the operator boarded to free her foot.",13,18,22
1005561,2013-07-12,1,"Patron states that when the ride was dispatched, she didn't expect the motion and her arms went backwards.",33,9,73
1005560,2013-07-12,1,"Patron states that she heard her left ankle pop while riding. She was in the first car, second row, left side. She has pins and screws in left ankle from previous fractures.",29,1,112
1004533,2013-07-13,1,"Patron was on third hill and head was thrown back, hitting back of seat.",21,4,7
1003072,2013-07-13,1,As stated by patron was riding alone in a bu;per car. &nbsp;He bumped others and was bumped by others. &nbsp;At the end of the ride he stood up and his ribs (left) hurt and it hurts to breathe.,18,1,193
1001746,2013-07-13,1,"Patron suffered an apparent cardiac incident while riding, was resuscitated, hospitalized and died four days later. Patron had pre-existing conditions related to diabetes and chronic renal failure and was using a wheelchair to get around the park.",42,2,194
1007953,2013-07-14,1,Patron turned and twisted knee while entering ride.,1,0,164
1005772,2013-07-14,2,Two riders experienced tenderness in their back and neck after the ride was completed. The injuries were not reported at the time of the incident.,25,1,74
1005566,2013-07-14,1,"After ride cycle completed, patron injured her foot as the safety bar was opened.",34,6,174
1003394,2013-07-15,1,"Patron was boarding the ride with her mother. &nbsp;As they walke by vehicle #3 which was loaded with two adults and one child, they lowered the lap bar and the vehicle rolled causing it to strike the child. She fell onto ride deck causing a left ankle injury ride. &nbsp;Ride was not in motion at time of incident.",16,16,40
1005572,2013-07-16,1,"Late report from patron's mother. States her daughter was in the seat during loading process. When bars were lowered, her right elbow was caught between the lap bar and the seat, and she allegedly rode the ride that way. After the ride, she says her father took her to a medical facility.",33,6,13
1003058,2013-07-16,1,Lap bar on the ride came down on guest stomach causing pain. &nbsp;At the request of the guest EMS were called and guest was taken to SMH,47,6,195
1005575,2013-07-17,1,"Late report. Patron states that she was wearing seat belt and holding on during the ride. The boat struck a wall and forced the patron to her left. She struck the seat next to her with her left elbow. She didn't think it was serious at the time, but sought medical care later.",33,4,185
1007957,2013-07-18,1,"Patron stated she was exiting through the exit gates, the gate made contact with her.",0,11,6
1005577,2013-07-18,1,"Patron states that while waiting in line for ride, she felt dizzy and passed out, striking her head on the ground.",33,2,185
1003795,2013-07-18,1,Lap bar on stomach,37,7,129
1005579,2013-07-19,1,"Patron struck her head on the back of her seat during the ride. She then jerked her head forward and, as the ride went down the hill, she struck her head on the part of the ride in front of her.",33,4,24
1005578,2013-07-19,1,Patron stated that she got off on the wrong side and tried to get across to the exit side quickly. Her left knee bent and went straight down into seat.,29,0,108
1003823,2013-07-19,1,"Woman was ejected from the coaster as it rounded a corner and killed. The ride has t-shaped lap restraints. The woman was overweight. &nbsp;Following the accident, the park added seat belts as a secondary restraint. No government investigation was conducted.",37,15,141
1003780,2013-07-19,1,Tailbone hurt after riding,37,4,166
1008055,2013-07-20,1,Patron was exiting down the stairs when her legs locked up and could not move. She never fell and was assisted down the rest of the way.,4,2,57
1007963,2013-07-20,1,Patron hit mouth on log during turn.,1,4,37
1007961,2013-07-20,1,"Child was running to the boat to get loaded and tripped, falling and striking nose on boat.",4,0,57
1005580,2013-07-20,1,"Patron states that when her boat got to the bottom of the hill, she pressed her hands forward and her left hand was bent backward.",33,4,176
1005585,2013-07-21,1,"Patron had her left hand in the area in front of her. As the boat went down the hill into the splash pool, she heard a crack and felt pain in her left wrist.",33,4,176
1005582,2013-07-21,1,Patron had his arms in the air as he was going down the hill and felt his shoulder pop.,29,24,112
1005581,2013-07-21,1,Patron was exiting the ride and got her right index finger caught in the restraint as it was raised.,29,6,112
1003786,2013-07-21,1,Jumping over a Q Line Rail,37,11,3
1005586,2013-07-22,1,Late report from mother stated that her daughter's right leg snapped back during the ride. She said she took her daughter to the hospital immediately afterward.,33,1,73
1004537,2013-07-24,1,Train stopped on trim brakes outside of station. Patron panicked and was permitted to unload. He tweaked his knee as he stepped from the train onto the catwalk.,21,0,196
1007971,2013-07-25,1,Patron stated he felt stomach then groin pain while riding. He has history of ADHD.,0,1,2
1007984,2013-07-26,1,"Patron phoned to say she visited the park 3 weeks ago with her son. She felt that at the final drop, the boat landed ""straight down"" and that she has been on the ride a number of times and this is the first time she felt a hard landing. They did not inform the park at the time of the incident.",2,9,4
1005593,2013-07-26,1,Patron stated that she felt she was tossed from side to side on the ride.,29,4,116
1007977,2013-07-27,1,Patron complained of right chest wall pain and bilateral lower back pain from being held in restraint.,1,7,24
1005598,2013-07-27,1,"Mother states that she and her sone were riding the coaster. He received a laceration to his right eyelid area, but she does not know the origin.",33,4,51
1003341,2013-07-27,1,"The boat came back as my partner and I were in the middle of shift change when boat 2 came back and the man in the boat was asking for a supervisor so I went over there and they told me his wife's seat belt came undone on the ride and that she fell off the seat on to the floor of the boat,",9,8,10
1007979,2013-07-28,1,Mother stated the boy was running toward the fire trucks and his foot went right in between the tracks. He fell down and was not able to move or get up on his own.,6,0,14
1007978,2013-07-28,1,Child hit her head after going through turnstile.,1,11,39
1005601,2013-07-28,1,"Patron was exiting the ride car and got her foot caught in the doors, causing her to fall.",29,0,17
1005599,2013-07-28,1,"Patron's car was hit from behind by his mother's car, causing his right wrist to bend forward against the steering wheel.",29,27,151
1005059,2013-07-28,1,"Patron states that when the ride launched, she felt her back pop. She had a former cheerleading injury (fractured back) resulting in surgery.",11,1,105
1007742,2013-07-29,1,Patron tripped and fell while entering ride.,13,0,26
1001657,2013-07-29,1,"Ride did not go all the way up, then came down bouncing repeatedly.",32,14,157
1005605,2013-07-30,1,Patron was getting out of the coaster when she fell between the seats.,29,0,121
1005604,2013-07-30,1,Patron stated that her head was banged around while riding. She was in the middle seat of the last row.,29,4,116
1005603,2013-07-30,1,Patron was unloading from ride. The car swung around and came down on his right ankle.,29,25,128
1005608,2013-08-01,1,Patron was riding with his mom. Mom states that he had his left arm under the lap bar and started screaming and crying.,39,7,54
1007994,2013-08-05,1,"Patron was riding in train 2, seat 24. She was found with an altered level of consciousness after a possible seizure or black out. Patron's husband states that as the train was coming into the station, he turned to see his wife with her arms straight down.",3,3,162
1005611,2013-08-05,1,"Patron states that while the ride was going backwards from the first vertical element of the attraction, her neck jerked forwards and she felt a crack in the middle of her neck with pain.",33,1,73
1008001,2013-08-06,1,Patron stated she had a pre-existing back condition that may be aggravated by ride motion.,2,2,4
1007998,2013-08-06,1,"According to a guest, patron was riding in a pod. At the end of the ride, he was jerked forward to the side, chipping his tooth on the side bar.",6,9,197
1007996,2013-08-06,1,Patron had seizure while riding. She has history of seizures.,1,3,198
1007739,2013-08-06,1,Patron was waiting to load and had set his left hand on the ride as the harness was opening.,10,6,1
1008041,2013-08-07,1,Patron rolled her ankle while loading into the log.,1,0,37
1008033,2013-08-07,1,Patron complained of foreign body in right eye and strain to right shoulder/upper back after cable broke.,1,14,18
1005775,2013-08-07,1,"After the ride, rider felt pain in chest and noticed chest bone deformity. The injury was not reported right away. Rider went back to hotel and reported injury a short time later.",25,1,74
1005612,2013-08-07,1,Patron had her post-style earring ripped out of her left earlobe during the ride (tore down and out of the lobe).,29,4,18
1005614,2013-08-08,1,Patron was riding and was hit from the side by another car. She was jolted and hit her right arm.,29,27,151
1003803,2013-08-08,1,Hit head on cross bar,37,4,10
1008005,2013-08-10,1,"Patron was waiting in the queue. He was the last in his party to pass through the preloaded gates. As he was walking through the gate area, his left knee was accidentally struck by the gate.",2,11,4
1005776,2013-08-10,2,"While ride was in the air, one cord of the 4 cords came apart and brushed against the rider on her legs, causing a welt on her legs. Second rider had redness on leg and one hand.",25,22,199
1005622,2013-08-10,1,Patron stated her arms were up when the coaster was launched. She felt pain in her shoulder as the ride started.,29,1,18
1005621,2013-08-10,1,"Patron stated the initial takeoff jerked her neck and she hit the back of her head. She was seated in the first car, fourth row, on right side.",29,4,18
1005620,2013-08-10,1,Patron stated that he put his arms up during the ride and possibly dislocated his shoulder. He was riding in the second row in a wing seat.,29,24,116
1005121,2013-08-10,1,Patron said she was riding with her son and the child hit his head on the bar on the side of the seat. He was sitting in the middle of the train on the unloading side.,11,4,80
1005120,2013-08-10,1,"Patron states he was in the middle row exiting side and in one of the turns, he hit his ear.",11,4,80
1005163,2013-08-11,1,Patron came into first aid station complaining of pain to her index finger. She said it started to hurt when she went to unbuckle her seat belt. She didn't know when in the ride cycle the injury occurred.,11,1,200
1003941,2013-08-11,1,As boat came down incline hiis body came forward onto large lap bar.,30,4,118
1001644,2013-08-11,1,"During ride, portion of restraint prevented normal bracing while upside down",32,13,201
1001109,2013-08-11,1,Guest had his foot outside the ride as it came back to the station. His foot got pinched between the ride car and the wood decking entering the station. Family transported him to hospital,48,18,202
1008007,2013-08-12,1,"Patron stated that he darted through the station gate as it was closing, hitting him below the left eyebrow.",0,18,89
1008008,2013-08-13,1,"Child was getting off of ride, tripped and fell, twisting and landing on her right arm.",0,0,203
1008011,2013-08-14,1,"Patron walked from ramp on pod 8 to concrete and slipped, landing on right knee.",6,0,197
1005629,2013-08-14,1,Patron said he experienced pain in left side rib area while riding.,34,4,136
1005628,2013-08-14,1,Patron's car got hit from behind which caused her to slide forward in her seat and her left knee hit between the steering wheel and dashboard.,39,27,204
1005164,2013-08-14,1,Patron hit her head on the side of the car when it went around the curve to return to the station.,11,4,200
1005634,2013-08-15,1,"Patron stated that the lap bar was pushed too tight into his abdomen, causing pain. Patron states he has a pre-existing condition.",29,7,55
1005633,2013-08-15,1,Patron complained of neck pain after riding.,29,1,1
1003745,2013-08-15,1,Fell forward into lap bar,37,4,84
1001747,2013-08-15,1,"After riding, the 13yo &nbsp;began to feel ill and collapsed. She became non-responsive during transport to a local medical center, vomiting and have difficulty breathing. Patron was helicoptered to a Children's hospital and admitted to the ICU.",42,2,186
1005638,2013-08-16,1,"Mother stated that her son was on the ride and as the boat entered the splash pool, he felt pain to his left wrist after it hit the lap bar.",33,4,176
1004540,2013-08-16,1,Patron was on ride with father and fainted during ride cycle.,21,3,48
1008022,2013-08-17,1,"Patron fell forward out of his seat landing on his right wrist/hand. He refused medical car at the park, then phoned to say he'd taken himself to the ER.",2,4,170
1005640,2013-08-17,1,Patron states that she thought the ride had come to a stop and stuck her foot out. The coaster continued into the station and injured her left ankle.,29,18,121
1005639,2013-08-17,1,Patron seated in bumper car complained of neck and back pain. Husband stated she was trying to bump relatives and was rear-ended several times.,39,27,204
1005122,2013-08-17,1,Patron hit his head on the bar as their car was entering the tunnel. He was sitting on the unloading side and the mother on the loading side.,11,4,80
1005060,2013-08-17,1,"Patron was riding with his father. As they were going through the loop, the child received whiplash from the force of the ride. They were sitting in the front row, with the child on the panel side.",11,1,105
1008018,2013-08-18,1,Mother stated her daughter hit her left ear on the bar.,5,4,72
1007735,2013-08-18,1,Incident was not witnessed. Grandmother believes the child caught her finger in the door of the train.  Possibly occurred when the ride operator went to open the door.,13,18,205
1008021,2013-08-19,1,"Patron was in a wheelchair and self-transferred to the vehicle seat. During the ride, he fell forward out of his seat, landing on his left knee.",2,8,170
1005644,2013-08-19,1,"Patron's friend said that while patron was on carousel, she began to shake and fell onto the ride table.",33,8,138
1005643,2013-08-19,1,"Patron was stepping off of the carousel when he misstepped and fell to ground, landing on his left side.",39,0,206
1005648,2013-08-20,1,"Patron states she was in the 3rd row and one of the middle seats. During the ride she felt lower back pain, says she has a history of low back issues.",33,1,207
1005646,2013-08-20,1,Patron showed signs of dislocated shoulder after riding.,34,24,208
1007734,2013-08-21,1,"Patron was getting into boat/log when he slipped and jammed his finger against the inside of the boat. He rode the attraction, but sought medical care afterward.",13,0,22
1005651,2013-08-21,1,Patron complained of neck pain while riding.,29,1,55
1005650,2013-08-21,1,Patron called a few weeks later to report that he fractured a rib on his right side while riding the coaster.,34,4,136
